image_path,image_index,original_confidence,patched_confidence,confidence_change,confidence_change_pct,best_iou,ground_truth_bbox,detected_bbox,detection_text,text_confidence,num_detections,patch_applied,error
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0285_processed.png,0,0.5479527711868286,0.39764899015426636,-0.15030378103256226,-27.430061300176373,0.48912392985740943,"[219.73333740234375, 156.8000030517578, 237.5111083984375, 166.04444885253906]","[216.0, 154.0, 240.0, 168.0]",9GJ171,0.39764899015426636,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0305_processed.png,1,0.5443636178970337,0.3464495539665222,-0.19791406393051147,-36.35696020521836,0.6017586582514923,"[201.95555114746094, 147.1999969482422, 221.86666870117188, 159.2888946533203]","[199.0, 145.0, 224.0, 161.0]",3PEH0M,0.3464495539665222,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0325_processed.png,2,0.5628585815429688,0.4847502112388611,-0.07810837030410767,-13.877086157234835,0.45606280866790044,"[162.4888916015625, 136.88888549804688, 184.1777801513672, 148.62222290039062]","[157.0, 133.0, 188.0, 151.0]",E5JFM4,0.4847502112388611,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0345_processed.png,3,0.7585394382476807,0.4168541133403778,-0.34168532490730286,-45.04516280612093,0.4175464664627465,"[113.06666564941406, 124.0888900756836, 137.24444580078125, 136.1777801513672]","[107.0, 120.0, 142.0, 140.0]",BB51774,0.4168541133403778,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0355_processed.png,4,0.9679816365242004,0.7142735719680786,-0.2537080645561218,-26.2100080190704,0.4677529327015186,"[90.66666412353516, 122.31111145019531, 116.26667022705078, 135.46665954589844]","[86.0, 119.0, 122.0, 139.0]",VBJ7774,0.7142735719680786,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0365_processed.png,5,0.9640076756477356,0.5356754660606384,-0.42833220958709717,-44.43244804034287,0.4819157771272515,"[72.88888549804688, 114.84444427490234, 100.62222290039062, 128.7111053466797]","[67.0, 111.0, 105.0, 132.0]",55J777,0.5356754660606384,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0375_processed.png,6,0.8203113079071045,0.6712486743927002,-0.1490626335144043,-18.171471254579462,0.5234787765469097,"[67.19999694824219, 108.0888900756836, 96.71111297607422, 124.0888900756836]","[62.0, 105.0, 103.0, 127.0]",AAJ7774,0.6712486743927002,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0385_processed.png,7,0.9412429332733154,0.6371771097183228,-0.3040658235549927,-32.30471250366338,0.463768115942029,"[64.35555267333984, 108.80000305175781, 96.35555267333984, 124.80000305175781]","[57.0, 105.0, 103.0, 129.0]",V5J7774,0.6371771097183228,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0395_processed.png,8,0.9978850483894348,0.7384717464447021,-0.25941330194473267,-25.996311134576093,0.5108390329288702,"[65.42222595214844, 99.9111099243164, 100.62222290039062, 118.4000015258789]","[58.0, 96.0, 107.0, 122.0]",VRJ7774,0.7384717464447021,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0415_processed.png,9,0.8824216723442078,0.46384546160697937,-0.4185762107372284,-47.43494225671665,0.5147089994062649,"[84.26667022705078, 92.80000305175781, 124.80000305175781, 116.26667022705078]","[77.0, 87.0, 133.0, 120.0]",A5J7774,0.46384546160697937,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0425_processed.png,10,0.9978286027908324,0.4670437276363373,-0.5307848751544951,-53.19399280296635,0.47747730413221656,"[94.22222137451172, 85.68888854980469, 138.3111114501953, 110.93333435058594]","[85.0, 79.0, 148.0, 116.0]",3H3374,0.4670437276363373,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0435_processed.png,11,0.9999291896820068,0.4168623685836792,-0.5830668210983276,-58.310811116910386,0.4884398927392591,"[108.44444274902344, 85.68888854980469, 156.08888244628906, 115.9111099243164]","[99.0, 78.0, 166.0, 122.0]",35AA47,0.4168623685836792,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0445_processed.png,12,0.9999158382415771,0.40943846106529236,-0.5904773771762848,-59.05270769734792,0.47147629471996,"[128.35556030273438, 93.86666870117188, 179.1999969482422, 129.06666564941406]","[117.0, 85.0, 190.0, 137.0]",43AA44,0.40943846106529236,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0455_processed.png,13,0.9998941421508788,0.5221540331840515,-0.4777401089668273,-47.779068686126855,0.4875244754360987,"[142.57777404785156, 100.97777557373047, 197.6888885498047, 141.5111083984375]","[131.0, 92.0, 210.0, 150.0]",VJJ744,0.5221540331840515,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0465_processed.png,14,0.9999629259109496,0.5523098707199097,-0.44765305519103993,-44.766965213558834,0.5079775379664638,"[167.11111450195312, 113.06666564941406, 222.57777404785156, 161.42222595214844]","[155.0, 104.0, 235.0, 170.0]",4AAA774,0.5523098707199097,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0475_processed.png,15,0.9999408721923828,0.4812000095844269,-0.5187408626079559,-51.877153643155935,0.4839458064093861,"[201.24444580078125, 127.28888702392578, 257.0666809082031, 183.46665954589844]","[189.0, 115.0, 270.0, 195.0]",34J7777,0.4812000095844269,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0485_processed.png,16,0.9996719360351562,0.4684356153011322,-0.531236320734024,-53.14106574212579,0.4844933143028846,"[235.73333740234375, 143.64443969726562, 290.8444519042969, 207.64443969726562]","[222.0, 128.0, 302.0, 219.0]",2AJ7777,0.4684356153011322,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0495_processed.png,17,0.9991949796676636,0.5335770845413208,-0.4656178951263428,-46.59930289894063,0.45582015536976095,"[272.3555603027344, 184.88888549804688, 324.26666259765625, 255.64443969726562]","[259.0, 169.0, 338.0, 271.0]",0VJ777779,0.5335770845413208,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0575_processed.png,18,0.9989081621170044,0.7359459400177002,-0.2629622220993042,-26.324964803771707,0.5430151753808506,"[235.022216796875, 189.15554809570312, 383.6444396972656, 289.77777099609375]","[195.0, 169.0, 381.0, 313.0]",9HVR77777,0.7359459400177002,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0585_processed.png,19,0.9999644160270692,0.4623457193374634,-0.5376186966896058,-53.76378279795232,0.4864566819752016,"[231.8222198486328, 173.5111083984375, 376.5333251953125, 251.022216796875]","[195.0, 149.0, 378.0, 275.0]",SH8RJ77,0.4623457193374634,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0595_processed.png,20,0.9999971389770508,0.7043683528900146,-0.29562878608703613,-29.56296318901974,0.48167962326323605,"[225.77777099609375, 148.26666259765625, 360.8888854980469, 217.60000610351562]","[192.0, 134.0, 379.0, 238.0]",HHRRJ77,0.7043683528900146,1,True,
