image_path,image_index,original_confidence,patched_confidence,confidence_change,confidence_change_pct,best_iou,ground_truth_bbox,detected_bbox,detection_text,text_confidence,num_detections,patch_applied,error
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0285_processed.png,0,0.5479527711868286,0.43013396859169006,-0.11781880259513855,-21.501634591600112,0.5267488475387486,"[219.73333740234375, 156.8000030517578, 237.5111083984375, 166.04444885253906]","[216.0, 155.0, 240.0, 168.0]",9M0171,0.43013396859169006,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0305_processed.png,1,0.5443636178970337,0.3641894459724426,-0.18017417192459106,-33.09812889785573,0.5244084167768996,"[201.95555114746094, 147.1999969482422, 221.86666870117188, 159.2888946533203]","[197.0, 145.0, 224.0, 162.0]",EB2E72,0.3641894459724426,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0325_processed.png,2,0.5628585815429688,0.5053134560585022,-0.05754512548446655,-10.223727126397831,0.45606280866790044,"[162.4888916015625, 136.88888549804688, 184.1777801513672, 148.62222290039062]","[157.0, 134.0, 188.0, 152.0]",B357M4,0.5053134560585022,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0345_processed.png,3,0.7585394382476807,0.625542402267456,-0.1329970359802246,-17.53330535950301,0.4395225962765753,"[113.06666564941406, 124.0888900756836, 137.24444580078125, 136.1777801513672]","[107.0, 121.0, 142.0, 140.0]",BB7774,0.625542402267456,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0355_processed.png,4,0.9679816365242004,0.6987801790237427,-0.26920145750045776,-27.810595505416646,0.49237150810686164,"[90.66666412353516, 122.31111145019531, 116.26667022705078, 135.46665954589844]","[85.0, 121.0, 123.0, 139.0]",VJ7774,0.6987801790237427,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0365_processed.png,5,0.9640076756477356,0.8464074730873108,-0.1176002025604248,-12.199094004247106,0.4930369104455727,"[72.88888549804688, 114.84444427490234, 100.62222290039062, 128.7111053466797]","[67.0, 112.0, 106.0, 132.0]",VBJ7774,0.8464074730873108,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0375_processed.png,6,0.8203113079071045,0.8592460751533508,0.03893476724624634,4.746340428438355,0.5484063373348578,"[67.19999694824219, 108.0888900756836, 96.71111297607422, 124.0888900756836]","[62.0, 106.0, 103.0, 127.0]",VPJ7774,0.8592460751533508,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0385_processed.png,7,0.9412429332733154,0.8735012412071228,-0.06774169206619263,-7.197046551054635,0.4839319470699433,"[64.35555267333984, 108.80000305175781, 96.35555267333984, 124.80000305175781]","[57.0, 106.0, 103.0, 129.0]",VAJ7774,0.8735012412071228,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0395_processed.png,8,0.9978850483894348,0.9952067136764526,-0.0026783347129821777,-0.2684011266933955,0.5649383055133512,"[65.42222595214844, 99.9111099243164, 100.62222290039062, 118.4000015258789]","[60.0, 98.0, 108.0, 122.0]",VRJ7774,0.9952067136764526,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0415_processed.png,9,0.8824216723442078,0.8880109190940857,0.00558924674987793,0.6333986261953143,0.5661798993468914,"[84.26667022705078, 92.80000305175781, 124.80000305175781, 116.26667022705078]","[77.0, 90.0, 133.0, 120.0]",VJ7774,0.8880109190940857,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0425_processed.png,10,0.9978286027908324,0.9106322526931763,-0.08719635009765614,-8.738610003138431,0.5129030396000906,"[94.22222137451172, 85.68888854980469, 138.3111114501953, 110.93333435058594]","[85.0, 81.0, 147.0, 116.0]",VAJ7744,0.9106322526931763,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0435_processed.png,11,0.9999291896820068,0.8539277911186218,-0.146001398563385,-14.601173770096235,0.5241793970860341,"[108.44444274902344, 85.68888854980469, 156.08888244628906, 115.9111099243164]","[99.0, 81.0, 166.0, 122.0]",VJ77744,0.8539277911186218,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0445_processed.png,12,0.9999158382415771,0.9628489017486572,-0.03706693649291992,-3.7070056374049196,0.5403756083203407,"[128.35556030273438, 93.86666870117188, 179.1999969482422, 129.06666564941406]","[118.0, 90.0, 190.0, 136.0]",VJ77744,0.9628489017486572,1,True,
