image_path,image_index,original_confidence,patched_confidence,confidence_change,confidence_change_pct,best_iou,ground_truth_bbox,detected_bbox,detection_text,text_confidence,num_detections,patch_applied,error
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0285_processed.png,0,0.5479527711868286,0.36699822545051575,-0.18095454573631287,-33.02374862424321,0.48912392985740943,"[219.73333740234375, 156.8000030517578, 237.5111083984375, 166.04444885253906]","[216.0, 155.0, 240.0, 169.0]",V93071M,0.36699822545051575,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0305_processed.png,1,0.5443636178970337,0.38684192299842834,-0.15752169489860535,-28.93685208191128,0.5571839428254558,"[201.95555114746094, 147.1999969482422, 221.86666870117188, 159.2888946533203]","[198.0, 146.0, 225.0, 162.0]",4PPPHN,0.38684192299842834,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0325_processed.png,2,0.5628585815429688,0.5203165411949158,-0.04254204034805298,-7.558211199593358,0.46779971918508906,"[162.4888916015625, 136.88888549804688, 184.1777801513672, 148.62222290039062]","[157.0, 134.0, 189.0, 151.0]",E33774,0.5203165411949158,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0345_processed.png,3,0.7585394382476807,0.4299861192703247,-0.32855331897735596,-43.31394023972629,0.42731363526889266,"[113.06666564941406, 124.0888900756836, 137.24444580078125, 136.1777801513672]","[107.0, 121.0, 143.0, 140.0]",BBJ777A,0.4299861192703247,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0355_processed.png,4,0.9679816365242004,0.7245393395423889,-0.24344229698181152,-25.149474721024344,0.4664572182065005,"[90.66666412353516, 122.31111145019531, 116.26667022705078, 135.46665954589844]","[85.0, 120.0, 123.0, 139.0]",VP77744,0.7245393395423889,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0365_processed.png,5,0.9640076756477356,0.7221596240997314,-0.24184805154800415,-25.087772396158748,0.4695589623291168,"[72.88888549804688, 114.84444427490234, 100.62222290039062, 128.7111053466797]","[67.0, 112.0, 106.0, 133.0]",VVJ7774,0.7221596240997314,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0375_processed.png,6,0.8203113079071045,0.5702579617500305,-0.250053346157074,-30.482737924830737,0.5353490435887897,"[67.19999694824219, 108.0888900756836, 96.71111297607422, 124.0888900756836]","[61.0, 106.0, 103.0, 127.0]",XJJ7774,0.5702579617500305,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0385_processed.png,7,0.9412429332733154,0.8616484999656677,-0.0795944333076477,-8.45631138295466,0.463768115942029,"[64.35555267333984, 108.80000305175781, 96.35555267333984, 124.80000305175781]","[57.0, 105.0, 103.0, 129.0]",VVJ7774,0.8616484999656677,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0395_processed.png,8,0.9978850483894348,0.7850281000137329,-0.2128569483757019,-21.33080846528851,0.4919190687463194,"[65.42222595214844, 99.9111099243164, 100.62222290039062, 118.4000015258789]","[58.0, 96.0, 107.0, 123.0]",VRJ7774,0.7850281000137329,1,True,
/Users/sahana/Coding/research/lplate/test_set/test_preproc_images/IMG_5933_frame_0415_processed.png,9,0.8824216723442078,0.6547359228134155,-0.22768574953079224,-25.802375062472226,0.5214814862405579,"[84.26667022705078, 92.80000305175781, 124.80000305175781, 116.26667022705078]","[76.0, 88.0, 133.0, 120.0]",HAJ7774,0.6547359228134155,1,True,
